tableName;tableExtends;tableType;columnName;columnType;key;required;refSchema;refTable;refLink;refBack;refLabel;defaultValue;validation;visible;computed;semantics;profiles;label;description
visits_cleft;;;CLEFTQSPEECH_Q;heading;;false;;;;;;;;"(typevisitcleft?.name===""visitFive"" &&(typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipPalate"")) || (typevisitcleft?.name=== ""visitSeven"" && (typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipPalate""))";;;;HOW IS YOUR SPEECH? Answer each question by circling one number. Please answer thinking of the PAST WEEK.;
visits_cleft;;;CLEFTQSPEECH_Q01;ontology;;false;cranioOntology;cleftq_answer;;;${label};;;"(typevisitcleft?.name===""visitFive"" &&(typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipPalate"")) || (typevisitcleft?.name=== ""visitSeven"" && (typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipPalate""))";;;;1: Its hard for my family to understand my speech.;
visits_cleft;;;CLEFTQSPEECH_Q02;ontology;;false;cranioOntology;cleftq_answer;;;${label};;;"(typevisitcleft?.name===""visitFive"" &&(typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipPalate"")) || (typevisitcleft?.name=== ""visitSeven"" && (typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipPalate""))";;;;2:  Its hard for my friends to understand my speech.;
visits_cleft;;;CLEFTQSPEECH_Q03;ontology;;false;cranioOntology;cleftq_answer;;;${label};;;"(typevisitcleft?.name===""visitFive"" &&(typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipPalate"")) || (typevisitcleft?.name=== ""visitSeven"" && (typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipPalate""))";;;;3: I have trouble reading out loud.;
visits_cleft;;;CLEFTQSPEECH_Q04;ontology;;false;cranioOntology;cleftq_answer;;;${label};;;"(typevisitcleft?.name===""visitFive"" &&(typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipPalate"")) || (typevisitcleft?.name=== ""visitSeven"" && (typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipPalate""))";;;;4: I have trouble saying some sentences.;
visits_cleft;;;CLEFTQSPEECH_Q05;ontology;;false;cranioOntology;cleftq_answer;;;${label};;;"(typevisitcleft?.name===""visitFive"" &&(typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipPalate"")) || (typevisitcleft?.name=== ""visitSeven"" && (typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipPalate""))";;;;5:I avoid using words that are hard for me to say.;
visits_cleft;;;CLEFTQSPEECH_Q06;ontology;;false;cranioOntology;cleftq_answer;;;${label};;;"(typevisitcleft?.name===""visitFive"" &&(typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipPalate"")) || (typevisitcleft?.name=== ""visitSeven"" && (typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipPalate""))";;;;6: Its hard for new people to understand my speech on the phone.;
visits_cleft;;;CLEFTQSPEECH_Q07;ontology;;false;cranioOntology;cleftq_answer;;;${label};;;"(typevisitcleft?.name===""visitFive"" &&(typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipPalate"")) || (typevisitcleft?.name=== ""visitSeven"" && (typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipPalate""))";;;;7: Its hard for new people to understand my speech.;
visits_cleft;;;CLEFTQSPEECH_Q08;ontology;;false;cranioOntology;cleftq_answer;;;${label};;;"(typevisitcleft?.name===""visitFive"" &&(typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipPalate"")) || (typevisitcleft?.name=== ""visitSeven"" && (typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipPalate""))";;;;8: I need to try hard to speak well;
visits_cleft;;;CLEFTQSPEECH_Q09;ontology;;false;cranioOntology;cleftq_answer;;;${label};;;"(typevisitcleft?.name===""visitFive"" &&(typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipPalate"")) || (typevisitcleft?.name=== ""visitSeven"" && (typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipPalate""))";;;;9: I need to repeat what I say to be understood.;
visits_cleft;;;CLEFTQSPEECH_Q10;ontology;;false;cranioOntology;cleftq_answer;;;${label};;;"(typevisitcleft?.name===""visitFive"" &&(typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipPalate"")) || (typevisitcleft?.name=== ""visitSeven"" && (typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipPalate""))";;;;10: I need to speak slowly to be understood.;
visits_cleft;;;CLEFTQSPEECH_Q11;ontology;;false;cranioOntology;cleftq_answer;;;${label};;;"(typevisitcleft?.name===""visitFive"" &&(typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipPalate"")) || (typevisitcleft?.name=== ""visitSeven"" && (typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipPalate""))";;;;11: I need to concentrate to speak well.;
visits_cleft;;;CLEFTQSPEECH_Q12;ontology;;false;cranioOntology;cleftq_answer;;;${label};;;"(typevisitcleft?.name===""visitFive"" &&(typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipPalate"")) || (typevisitcleft?.name=== ""visitSeven"" && (typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipPalate""))";;;;12: I have trouble saying some words;
visits_cleft;;;scoreCLEFTQSPEECH;int;;false;;;;;;;;"(typevisitcleft?.name===""visitFive"" &&(typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipPalate"")) || (typevisitcleft?.name=== ""visitSeven"" && (typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipPalate""))";parseInt(((typeof cLEFTQSPEECH_Q01=== 'undefined')?0:cLEFTQSPEECH_Q01?.name) || 0 )+parseInt(((typeof cLEFTQSPEECH_Q02=== 'undefined')?0:cLEFTQSPEECH_Q02?.name) || 0 )+parseInt(((typeof cLEFTQSPEECH_Q03=== 'undefined')?0:cLEFTQSPEECH_Q03?.name) || 0 )+parseInt(((typeof cLEFTQSPEECH_Q04)?0:cLEFTQSPEECH_Q04?.name) || 0 )+parseInt(((typeof cLEFTQSPEECH_Q05=== 'undefined')?0:cLEFTQSPEECH_Q05?.name) || 0 )+parseInt(((typeof cLEFTQSPEECH_Q06=== 'undefined')?0:cLEFTQSPEECH_Q06?.name) || 0 )+parseInt(((typeof cLEFTQSPEECH_Q07=== 'undefined')?0:cLEFTQSPEECH_Q07?.name) || 0 )+parseInt(((typeof cLEFTQSPEECH_Q08=== 'undefined')?0:cLEFTQSPEECH_Q08?.name) || 0 )+parseInt(((typeof cLEFTQSPEECH_Q09=== 'undefined')?0:cLEFTQSPEECH_Q09?.name) || 0 )+parseInt(((typeof cLEFTQSPEECH_Q10=== 'undefined')?0:cLEFTQSPEECH_Q10?.name) || 0 )+parseInt(((typeof cLEFTQSPEECH_Q11=== 'undefined')?0:cLEFTQSPEECH_Q11?.name) || 0 )+parseInt(((typeof cLEFTQSPEECH_Q12=== 'undefined')?0:cLEFTQSPEECH_Q12?.name) || 0 );;;Score of CLEFT-Q Speech function;
visits_cleft;;;cleftqappearence;heading;;false;;;;;;;;"(typevisitcleft?.name=== ""visitFour"" ) || (typevisitcleft?.name=== ""visitFive"" ) || (typevisitcleft?.name=== ""visitSeven"" )";;;;Appearance;
visits_cleft;;;CLEFTQDENTAL;heading;;false;;;;;;;;"(typevisitcleft?.name=== ""visitFour"" ) || (typevisitcleft?.name=== ""visitFive"" ) || (typevisitcleft?.name=== ""visitSeven"" )";;;;CLEFT-Q Appearance of the Teeth;
visits_cleft;;;CLEFTQDENTAL_Q;heading;;false;;;;;;;;"(typevisitcleft?.name=== ""visitFour"" ) || (typevisitcleft?.name=== ""visitFive"" ) || (typevisitcleft?.name=== ""visitSeven"" )";;;;HOW DO YOUR TEETH LOOK? Answer each question by selecting one option. Please answer thinking of how your teeth look NOW. How much do you like;How much do you like
visits_cleft;;;CLEFTQDENTAL_Q01;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"(typevisitcleft?.name=== ""visitFour"" ) || (typevisitcleft?.name=== ""visitFive"" ) || (typevisitcleft?.name=== ""visitSeven"" )";;;;1: ...the size of your teeth?;
visits_cleft;;;CLEFTQDENTAL_Q02;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"(typevisitcleft?.name=== ""visitFour"" ) || (typevisitcleft?.name=== ""visitFive"" ) || (typevisitcleft?.name=== ""visitSeven"" )";;;;2: ...how close together your teeth are?;
visits_cleft;;;CLEFTQDENTAL_Q03;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"(typevisitcleft?.name=== ""visitFour"" ) || (typevisitcleft?.name=== ""visitFive"" ) || (typevisitcleft?.name=== ""visitSeven"" )";;;;3: ...how your teeth look when you smile?;
visits_cleft;;;CLEFTQDENTAL_Q04;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"(typevisitcleft?.name=== ""visitFour"" ) || (typevisitcleft?.name=== ""visitFive"" ) || (typevisitcleft?.name=== ""visitSeven"" )";;;;4: ...how your teeth look from the side (your profile)?;
visits_cleft;;;CLEFTQDENTAL_Q05;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"(typevisitcleft?.name=== ""visitFour"" ) || (typevisitcleft?.name=== ""visitFive"" ) || (typevisitcleft?.name=== ""visitSeven"" )";;;;5: ...how straight your teeth look?;
visits_cleft;;;CLEFTQDENTAL_Q06;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"(typevisitcleft?.name=== ""visitFour"" ) || (typevisitcleft?.name=== ""visitFive"" ) || (typevisitcleft?.name=== ""visitSeven"" )";;;;6: ...showing your teeth when you smile?;
visits_cleft;;;CLEFTQDENTAL_Q07;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"(typevisitcleft?.name=== ""visitFour"" ) || (typevisitcleft?.name=== ""visitFive"" ) || (typevisitcleft?.name=== ""visitSeven"" )";;;;7: ...how your teeth look up close?;
visits_cleft;;;CLEFTQDENTAL_Q08;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"(typevisitcleft?.name=== ""visitFour"" ) || (typevisitcleft?.name=== ""visitFive"" ) || (typevisitcleft?.name=== ""visitSeven"" )";;;;8: ...how your top and bottom teeth meet when you bite?;
visits_cleft;;;scoreCLEFTQDENTAL;int;;false;;;;;;;;"(typevisitcleft?.name=== ""visitFour"" ) || (typevisitcleft?.name=== ""visitFive"" ) || (typevisitcleft?.name=== ""visitSeven"" )";parseInt(((typeof cLEFTQDENTAL_Q01=== 'undefined')?0:cLEFTQDENTAL_Q01?.name) || 0 )+parseInt(((typeof cLEFTQDENTAL_Q02=== 'undefined')?0:cLEFTQDENTAL_Q02?.name) || 0 )+parseInt(((typeof cLEFTQDENTAL_Q03=== 'undefined')?0:cLEFTQDENTAL_Q03?.name) || 0 )+parseInt(((typeof cLEFTQDENTAL_Q04=== 'undefined')?0:cLEFTQDENTAL_Q04?.name) || 0 )+parseInt(((typeof cLEFTQDENTAL_Q05=== 'undefined')?0:cLEFTQDENTAL_Q05?.name) || 0 )+parseInt(((typeof cLEFTQDENTAL_Q06=== 'undefined')?0:cLEFTQDENTAL_Q06?.name) || 0 )+parseInt(((typeof cLEFTQDENTAL_Q07=== 'undefined')?0:cLEFTQDENTAL_Q07?.name) || 0 )+parseInt(((typeof cLEFTQDENTAL_Q08=== 'undefined')?0:cLEFTQDENTAL_Q08?.name) || 0 );;;Score of CleftQ Dental;
visits_cleft;;;CLEFTQJAW;heading;;false;;;;;;;;"(typevisitcleft?.name=== ""visitFive"" ) || (typevisitcleft?.name=== ""visitSeven"" )";;;;CLEFT-Q Appearance of the Jaws;
visits_cleft;;;CLEFTQJAW_Q;heading;;false;;;;;;;;"(typevisitcleft?.name=== ""visitFive"" ) || (typevisitcleft?.name=== ""visitSeven"" )";;;;HOW DO YOUR JAWS LOOK? Answer each question by circling one number. Please answer thinking of how your jaws look NOW. How much do you like...;How much do you like
visits_cleft;;;CLEFTQJAW_Q01;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"(typevisitcleft?.name=== ""visitFive"" ) || (typevisitcleft?.name=== ""visitSeven"" )";;;;1. ...the size of your jaws?;
visits_cleft;;;CLEFTQJAW_Q02;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"(typevisitcleft?.name=== ""visitFive"" ) || (typevisitcleft?.name=== ""visitSeven"" )";;;;2. ...the shape of your jaws?;
visits_cleft;;;CLEFTQJAW_Q03;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"(typevisitcleft?.name=== ""visitFive"" ) || (typevisitcleft?.name=== ""visitSeven"" )";;;;3. ...how your jaws look in the mirror?;
visits_cleft;;;CLEFTQJAW_Q04;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"(typevisitcleft?.name=== ""visitFive"" ) || (typevisitcleft?.name=== ""visitSeven"" )";;;;4. ...how your jaws look in photos?;
visits_cleft;;;CLEFTQJAW_Q05;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"(typevisitcleft?.name=== ""visitFive"" ) || (typevisitcleft?.name=== ""visitSeven"" )";;;;5. ...how your jaws look when your mouth is closed?;
visits_cleft;;;CLEFTQJAW_Q06;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"(typevisitcleft?.name=== ""visitFive"" ) || (typevisitcleft?.name=== ""visitSeven"" )";;;;6. ...how your jaws look when you smile?;
visits_cleft;;;CLEFTQJAW_Q07;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"(typevisitcleft?.name=== ""visitFive"" ) || (typevisitcleft?.name=== ""visitSeven"" )";;;;7. ...how your jaws look from the side (your profile)?;
visits_cleft;;;scoreCLEFTQJAW;int;;false;;;;;;;;"(typevisitcleft?.name=== ""visitFive"" ) || (typevisitcleft?.name=== ""visitSeven"" )";parseInt(((typeof cLEFTQJAW_Q01=== 'undefined')?0:cLEFTQJAW_Q01?.name) || 0 )+parseInt(((typeof cLEFTQJAW_Q02=== 'undefined')?0:cLEFTQJAW_Q02?.name) || 0 )+parseInt(((typeof cLEFTQJAW_Q03=== 'undefined')?0:cLEFTQJAW_Q03?.name) || 0 )+parseInt(((typeof cLEFTQJAW_Q04=== 'undefined')?0:cLEFTQJAW_Q04?.name) || 0 )+parseInt(((typeof cLEFTQJAW_Q05=== 'undefined')?0:cLEFTQJAW_Q05?.name) || 0 )+parseInt(((typeof cLEFTQJAW_Q06=== 'undefined')?0:cLEFTQJAW_Q06?.name) || 0 )+parseInt(((typeof cLEFTQJAW_Q07=== 'undefined')?0:cLEFTQJAW_Q07?.name) || 0 );;;Score of CleftQ Jaw;
visits_cleft;;;CLEFTQNOSE;heading;;false;;;;;;;;"(typevisitcleft?.name=== ""visitFive"" && (typecleft?.name===  ""cleftLip"" || typecleft?.name===  ""cleftLipAlveolus"" || typecleft?.name===  ""cleftLipPalate"")) || (typevisitcleft?.name=== ""visitSeven"" && (typecleft?.name===  ""cleftLip"" || typecleft?.name===  ""cleftLipAlveolus"" || typecleft?.name===  ""cleftLipPalate""))";;;;CLEFT-Q Appearance of the Nose;
visits_cleft;;;CLEFTQNOSE_Q;heading;;false;;;;;;;;"(typevisitcleft?.name=== ""visitFive"" && (typecleft?.name===  ""cleftLip"" || typecleft?.name===  ""cleftLipAlveolus"" || typecleft?.name===  ""cleftLipPalate"")) || (typevisitcleft?.name=== ""visitSeven"" && (typecleft?.name===  ""cleftLip"" || typecleft?.name===  ""cleftLipAlveolus"" || typecleft?.name===  ""cleftLipPalate""))";;;;HOW DOES YOUR NOSE LOOK? Answer each question by circling one number. Please answer thinking of how your nose looks NOW;How much do you like
visits_cleft;;;CLEFTQNOSE_Q01;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"(typevisitcleft?.name=== ""visitFive"" && (typecleft?.name===  ""cleftLip"" || typecleft?.name===  ""cleftLipAlveolus"" || typecleft?.name===  ""cleftLipPalate"")) || (typevisitcleft?.name=== ""visitSeven"" && (typecleft?.name===  ""cleftLip"" || typecleft?.name===  ""cleftLipAlveolus"" || typecleft?.name===  ""cleftLipPalate""))";;;;1. the length of your nose (from the top to the tip)?;
visits_cleft;;;CLEFTQNOSE_Q02;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"(typevisitcleft?.name=== ""visitFive"" && (typecleft?.name===  ""cleftLip"" || typecleft?.name===  ""cleftLipAlveolus"" || typecleft?.name===  ""cleftLipPalate"")) || (typevisitcleft?.name=== ""visitSeven"" && (typecleft?.name===  ""cleftLip"" || typecleft?.name===  ""cleftLipAlveolus"" || typecleft?.name===  ""cleftLipPalate""))";;;;2. how your nose looks when you smile?;
visits_cleft;;;CLEFTQNOSE_Q03;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"(typevisitcleft?.name=== ""visitFive"" && (typecleft?.name===  ""cleftLip"" || typecleft?.name===  ""cleftLipAlveolus"" || typecleft?.name===  ""cleftLipPalate"")) || (typevisitcleft?.name=== ""visitSeven"" && (typecleft?.name===  ""cleftLip"" || typecleft?.name===  ""cleftLipAlveolus"" || typecleft?.name===  ""cleftLipPalate""))";;;;3. how the middle part of your nose looks (from the top to the tip)?;
visits_cleft;;;CLEFTQNOSE_Q04;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"(typevisitcleft?.name=== ""visitFive"" && (typecleft?.name===  ""cleftLip"" || typecleft?.name===  ""cleftLipAlveolus"" || typecleft?.name===  ""cleftLipPalate"")) || (typevisitcleft?.name=== ""visitSeven"" && (typecleft?.name===  ""cleftLip"" || typecleft?.name===  ""cleftLipAlveolus"" || typecleft?.name===  ""cleftLipPalate""))";;;;4. the size of your nose?;
visits_cleft;;;CLEFTQNOSE_Q05;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"(typevisitcleft?.name=== ""visitFive"" && (typecleft?.name===  ""cleftLip"" || typecleft?.name===  ""cleftLipAlveolus"" || typecleft?.name===  ""cleftLipPalate"")) || (typevisitcleft?.name=== ""visitSeven"" && (typecleft?.name===  ""cleftLip"" || typecleft?.name===  ""cleftLipAlveolus"" || typecleft?.name===  ""cleftLipPalate""))";;;;5. how your nose looks in photos?;
visits_cleft;;;CLEFTQNOSE_Q06;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"(typevisitcleft?.name=== ""visitFive"" && (typecleft?.name===  ""cleftLip"" || typecleft?.name===  ""cleftLipAlveolus"" || typecleft?.name===  ""cleftLipPalate"")) || (typevisitcleft?.name=== ""visitSeven"" && (typecleft?.name===  ""cleftLip"" || typecleft?.name===  ""cleftLipAlveolus"" || typecleft?.name===  ""cleftLipPalate""))";;;;6. how straight your nose looks?;
visits_cleft;;;CLEFTQNOSE_Q07;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"(typevisitcleft?.name=== ""visitFive"" && (typecleft?.name===  ""cleftLip"" || typecleft?.name===  ""cleftLipAlveolus"" || typecleft?.name===  ""cleftLipPalate"")) || (typevisitcleft?.name=== ""visitSeven"" && (typecleft?.name===  ""cleftLip"" || typecleft?.name===  ""cleftLipAlveolus"" || typecleft?.name===  ""cleftLipPalate""))";;;;7. how wide your nose looks at the bottom (from side to side)?;
visits_cleft;;;CLEFTQNOSE_Q08;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"(typevisitcleft?.name=== ""visitFive"" && (typecleft?.name===  ""cleftLip"" || typecleft?.name===  ""cleftLipAlveolus"" || typecleft?.name===  ""cleftLipPalate"")) || (typevisitcleft?.name=== ""visitSeven"" && (typecleft?.name===  ""cleftLip"" || typecleft?.name===  ""cleftLipAlveolus"" || typecleft?.name===  ""cleftLipPalate""))";;;;8. how your nose looks in the mirror?;
visits_cleft;;;CLEFTQNOSE_Q09;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"(typevisitcleft?.name=== ""visitFive"" && (typecleft?.name===  ""cleftLip"" || typecleft?.name===  ""cleftLipAlveolus"" || typecleft?.name===  ""cleftLipPalate"")) || (typevisitcleft?.name=== ""visitSeven"" && (typecleft?.name===  ""cleftLip"" || typecleft?.name===  ""cleftLipAlveolus"" || typecleft?.name===  ""cleftLipPalate""))";;;;9. the shape of your nose? (how  flat or raised up it is)?;
visits_cleft;;;CLEFTQNOSE_Q10;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"(typevisitcleft?.name=== ""visitFive"" && (typecleft?.name===  ""cleftLip"" || typecleft?.name===  ""cleftLipAlveolus"" || typecleft?.name===  ""cleftLipPalate"")) || (typevisitcleft?.name=== ""visitSeven"" && (typecleft?.name===  ""cleftLip"" || typecleft?.name===  ""cleftLipAlveolus"" || typecleft?.name===  ""cleftLipPalate""))";;;;10.how the tip of your nose looks  (the very end of your nose)?;
visits_cleft;;;CLEFTQNOSE_Q11;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"(typevisitcleft?.name=== ""visitFive"" && (typecleft?.name===  ""cleftLip"" || typecleft?.name===  ""cleftLipAlveolus"" || typecleft?.name===  ""cleftLipPalate"")) || (typevisitcleft?.name=== ""visitSeven"" && (typecleft?.name===  ""cleftLip"" || typecleft?.name===  ""cleftLipAlveolus"" || typecleft?.name===  ""cleftLipPalate""))";;;;11. how your nose looks from the side (your profile)?;
visits_cleft;;;CLEFTQNOSE_Q12;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"(typevisitcleft?.name=== ""visitFive"" && (typecleft?.name===  ""cleftLip"" || typecleft?.name===  ""cleftLipAlveolus"" || typecleft?.name===  ""cleftLipPalate"")) || (typevisitcleft?.name=== ""visitSeven"" && (typecleft?.name===  ""cleftLip"" || typecleft?.name===  ""cleftLipAlveolus"" || typecleft?.name===  ""cleftLipPalate""))";;;;12. how well both sides of your nose match?;
visits_cleft;;;score_CLEFTQNOSE;int;;false;;;;;;;;"(typevisitcleft?.name=== ""visitFive"" && (typecleft?.name===  ""cleftLip"" || typecleft?.name===  ""cleftLipAlveolus"" || typecleft?.name===  ""cleftLipPalate"")) || (typevisitcleft?.name=== ""visitSeven"" && (typecleft?.name===  ""cleftLip"" || typecleft?.name===  ""cleftLipAlveolus"" || typecleft?.name===  ""cleftLipPalate""))";parseInt(((typeof cLEFTQNOSE_Q01=== 'undefined')?0:cLEFTQNOSE_Q01?.name) || 0 )+parseInt(((typeof cLEFTQNOSE_Q02=== 'undefined')?0:cLEFTQNOSE_Q02?.name) || 0 )+parseInt(((typeof cLEFTQNOSE_Q03=== 'undefined')?0:cLEFTQNOSE_Q03?.name) || 0 )+parseInt(((typeof cLEFTQNOSE_Q04=== 'undefined')?0:cLEFTQNOSE_Q04?.name) || 0 )+parseInt(((typeof cLEFTQNOSE_Q05=== 'undefined')?0:cLEFTQNOSE_Q05?.name) || 0 )+parseInt(((typeof cLEFTQNOSE_Q06=== 'undefined')?0:cLEFTQNOSE_Q06?.name) || 0 )+parseInt(((typeof cLEFTQNOSE_Q07=== 'undefined')?0:cLEFTQNOSE_Q07?.name) || 0 )+parseInt(((typeof cLEFTQNOSE_Q08=== 'undefined')?0:cLEFTQNOSE_Q08?.name) || 0 )+parseInt(((typeof cLEFTQNOSE_Q09=== 'undefined')?0:cLEFTQNOSE_Q09?.name) || 0 )+parseInt(((typeof cLEFTQNOSE_Q10=== 'undefined')?0:cLEFTQNOSE_Q10?.name) || 0 )+parseInt(((typeof cLEFTQNOSE_Q11=== 'undefined')?0:cLEFTQNOSE_Q11?.name) || 0 )+parseInt(((typeof cLEFTQNOSE_Q12=== 'undefined')?0:cLEFTQNOSE_Q12?.name) || 0 );;;Sum score;
visits_cleft;;;CLEFTQFACE;heading;;false;;;;;;;;"(typevisitcleft?.name=== ""visitFour"")  || (typevisitcleft?.name=== ""visitFive"") || (typevisitcleft?.name=== ""visitSeven"")";;;;CLEFT-Q Appearance of the Face;
visits_cleft;;;CLEFTQFACE_Q;heading;;false;;;;;;;;"(typevisitcleft?.name=== ""visitFour"")  || (typevisitcleft?.name=== ""visitFive"") || (typevisitcleft?.name=== ""visitSeven"")";;;;HOW DOES YOUR FACE LOOK? Answer each question by circling one number. Please answer thinking of how your face looks NOW. How much do you like...;How much do you like
visits_cleft;;;CLEFTQFACE_Q01;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"(typevisitcleft?.name=== ""visitFour"")  || (typevisitcleft?.name=== ""visitFive"") || (typevisitcleft?.name=== ""visitSeven"")";;;;1: ...how your face looks when you look your best?;
visits_cleft;;;CLEFTQFACE_Q02;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"(typevisitcleft?.name=== ""visitFour"")  || (typevisitcleft?.name=== ""visitFive"") || (typevisitcleft?.name=== ""visitSeven"")";;;;2: ...how your face looks when you are ready to go out (like to a party)?;
visits_cleft;;;CLEFTQFACE_Q03;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"(typevisitcleft?.name=== ""visitFour"")  || (typevisitcleft?.name=== ""visitFive"") || (typevisitcleft?.name=== ""visitSeven"")";;;;3: ...the shape of your face (e.g., round or oval)?;
visits_cleft;;;CLEFTQFACE_Q04;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"(typevisitcleft?.name=== ""visitFour"")  || (typevisitcleft?.name=== ""visitFive"") || (typevisitcleft?.name=== ""visitSeven"")";;;;4: ...how your face looks in photos?;
visits_cleft;;;CLEFTQFACE_Q05;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"(typevisitcleft?.name=== ""visitFour"")  || (typevisitcleft?.name=== ""visitFive"") || (typevisitcleft?.name=== ""visitSeven"")";;;;5: ...how well both sides of your face match?;
visits_cleft;;;CLEFTQFACE_Q06;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"(typevisitcleft?.name=== ""visitFour"")  || (typevisitcleft?.name=== ""visitFive"") || (typevisitcleft?.name=== ""visitSeven"")";;;;6: ...how your face looks when you smile?;
visits_cleft;;;CLEFTQFACE_Q07;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"(typevisitcleft?.name=== ""visitFour"")  || (typevisitcleft?.name=== ""visitFive"") || (typevisitcleft?.name=== ""visitSeven"")";;;;7: ...how your face looks when you laugh?;
visits_cleft;;;CLEFTQFACE_Q08;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"(typevisitcleft?.name=== ""visitFour"")  || (typevisitcleft?.name=== ""visitFive"") || (typevisitcleft?.name=== ""visitSeven"")";;;;8: ...how your face looks from the side (your profile)?;
visits_cleft;;;CLEFTQFACE_Q09;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"(typevisitcleft?.name=== ""visitFour"")  || (typevisitcleft?.name=== ""visitFive"") || (typevisitcleft?.name=== ""visitSeven"")";;;;9: ...how your face looks up close?;
